8.877,1.589
9.346,1.678
9.875,1.683
10.298,1.706
10.827,1.683
11.356,1.65
11.946,1.622
12.4,1.617
12.596,1.578
12.959,1.55
13.125,1.361
13.269,1.333
13.156,1.267
12.747,1.2
11.749,1.156
11.205,1.122
10.495,1.111
9.95,1.106
9.527,1.122
9.164,1.15
8.952,1.156
8.824,1.189
8.907,1.206
9.119,1.228
9.33,1.267
9.708,1.367
9.572,1.372
9.155,1.467
