11.107,1.222
11.387,1.289
11.629,1.322
12.006,1.367
12.263,1.4
12.747,1.461
13.171,1.511
13.533,1.544
13.987,1.572
14.259,1.572
14.418,1.55
14.289,1.472
14.108,1.444
13.73,1.4
13.216,1.344
12.687,1.272
12.112,1.222
